osm_id,name,lat,lon,region,federal_district,cluster,cluster_name,dist_to_region_center_km,dist_to_moscow_km,federal_district_code,gps_density_5km,grp_per_capita_2021,population_2021,urban_pct
254979752,"ГКОУ ""Тверская школа №4""",56.8734882,35.8967219,Tver',ЦФО,5,Кластер 6,1.8594708497381545,163.4201293117472,1,180031,352,1271,74
286139294,Ср. школа,57.3182094,32.0771313,Novgorod,СЗФО,5,Кластер 6,142.10621909611768,381.3932239439045,2,1512,381,606,70
311405248,50,55.6617483,38.038944,Moskva,ЦФО,7,Кластер 8,28.17803619154024,28.392204217178673,1,882917,579,8524,81
313034914,Институт повышения квалификации специалистов стройиндустрии и промышленности стройматериалов,55.6595985,37.9845017,Moskva,ЦФО,7,Кластер 8,25.110977341712346,25.35314029023509,1,882917,579,8524,81
441944745,Гимназия №5,55.9356857,37.8371609,Moskva,ЦФО,7,Кластер 8,24.676728866784995,24.247988844614184,1,870849,579,8524,81
441944768,Школа №2,55.9369869,37.8370741,Moskva,ЦФО,7,Кластер 8,24.79415158566867,24.36430267005816,1,870849,579,8524,81
441945507,Школа №1,55.9184605,37.8110194,Moskva,ЦФО,7,Кластер 8,22.181279940061057,21.7486025370867,1,870849,579,8524,81
455040471,Белгородская коррекционная школа-интернат № 23,50.5615049,36.5610181,Belgorod,ЦФО,5,Кластер 6,4.3826442181796255,581.8407413554688,1,285195,546,1549,67
461584432,Детская школа искусств,51.6949705,39.0208913,Voronezh,ЦФО,5,Кластер 6,11.53138055515983,460.8591560220366,1,40341,432,2333,66
528720522,ЦО 1432,55.6426021,37.3414064,Moskva,ЦФО,7,Кластер 8,21.11202966146299,21.400094454287935,1,577557,579,8524,81
562719111,Детгородковская средняя школа,56.1726986,36.1284353,Moskva,ЦФО,7,Кластер 8,103.8921056888164,103.62492922467813,1,699,579,8524,81
577563310,Школа № 1,55.4461836,37.7366075,Moskva,ЦФО,7,Кластер 8,34.70342357707035,35.23012413462358,1,364171,579,8524,81
590196337,Прохоровская гимназия,51.0357814,36.7356201,Belgorod,ЦФО,5,Кластер 6,49.880277487275954,528.0781153390988,1,74609,546,1549,67
598510481,школа №4,55.4524881,37.7553417,Moskva,ЦФО,7,Кластер 8,34.29592462645103,34.81885849336013,1,1010654,579,8524,81
618934409,Школа № 1355,55.5404804,37.5778667,Moskva,ЦФО,7,Кластер 8,23.543778717777073,24.071891695200343,1,1564662,579,8524,81
628673316,Школа №1 им. М. В. Серёгина,56.1647063,38.8823079,Vladimir,ЦФО,5,Кластер 6,94.46350422617914,90.90532949726888,1,16683,353,1378,78
632242132,Воскресная школа,51.6616404,39.2086621,Voronezh,ЦФО,5,Кластер 6,2.054239557167791,467.1046242863943,1,302771,432,2333,66
663731001,Кванториум,50.1944876,39.5730396,Voronezh,ЦФО,5,Кластер 6,166.53788498796408,632.031021443941,1,31767,432,2333,66
663731002,Лицей №4,50.1973684,39.5686975,Voronezh,ЦФО,5,Кластер 6,166.17212912179258,631.6568852078007,1,31767,432,2333,66
663749992,Школа №2,50.2015029,39.5573069,Voronezh,ЦФО,5,Кластер 6,165.59038480261063,631.0492577336641,1,31767,432,2333,66
663975944,Школа №2,54.7392393,35.2188032,Kaluga,ЦФО,5,Кластер 6,71.34993567127914,189.4435473639032,1,67850,519,1010,76
663975948,Школа №1,54.7399293,35.2336,Kaluga,ЦФО,5,Кластер 6,70.49045582308098,188.64493112150188,1,67850,519,1010,76
694089524,Классический пансион МГУ им. М.В. Ломоносова,55.7161568,37.4355618,MoscowCity,ЦФО,2,Кластер 3,12.061193967680774,12.219068611435771,1,1835205,1848,12655,100
695380171,Школа №8,50.8724275,39.0987815,Voronezh,ЦФО,5,Кластер 6,89.10581394733278,551.8149141332802,1,29643,432,2333,66
702055518,Острогожская школа №6,50.8533618,39.0524735,Voronezh,ЦФО,5,Кластер 6,91.48725037643452,553.3685616676211,1,29643,432,2333,66
715707817,Центральная школа,56.7435342,41.3739811,Ivanovo,ЦФО,5,Кластер 6,37.51031378194074,256.69114684406884,1,1325,266,1003,81
776130740,Железногорская детская школа искусств,52.3290988,35.3624824,Kursk,ЦФО,5,Кластер 6,87.55519133049525,408.43613583696623,1,162504,417,1105,68
781648578,Базовая школа,50.2115422,38.1027422,Belgorod,ЦФО,5,Кластер 6,115.5899234570186,617.3440250857907,1,43880,546,1549,67
824056353,Школа №3,50.200645,38.1052819,Belgorod,ЦФО,5,Кластер 6,116.22258356082742,618.5631792540273,1,43880,546,1549,67
827323234,Детская школа искусств № 18,51.5503205,39.0887765,Voronezh,ЦФО,5,Кластер 6,15.043257144113197,477.5437498676371,1,91012,432,2333,66
844647359,Школа №1,57.4193168,35.0031958,Tver',ЦФО,5,Кластер 6,82.99495919489713,244.5906582378495,1,2638,352,1271,74
859160216,Школа танцев,51.317446,37.8873419,Belgorod,ЦФО,5,Кластер 6,121.2405306703306,493.8432216739223,1,159502,546,1549,67
864148473,Детская школа исскуств,51.6045351,36.2509398,Kursk,ЦФО,5,Кластер 6,14.512034043017362,470.268182251462,1,84,417,1105,68
880186221,Средняя школа №1 им. Октябрьской революции,52.1558261,34.5049465,Bryansk,ЦФО,5,Кластер 6,121.26066164432191,449.0176873981129,1,7135,329,1196,71
893991091,Лицей №3,51.2832974,37.8117936,Belgorod,ЦФО,5,Кластер 6,114.78555751147894,497.4847349460718,1,111303,546,1549,67
893991249,Cредняя общеобразовательная школа №11,51.2846856,37.8105277,Belgorod,ЦФО,5,Кластер 6,114.8210979352,497.3282741114619,1,111303,546,1549,67
894129602,Средняя общеобразовательная школа №27,51.2878998,37.7980384,Belgorod,ЦФО,5,Кластер 6,114.40732896089766,496.9505413945817,1,111303,546,1549,67
894129655,Средняя общеобразовательная школа №12,51.282864,37.7979779,Belgorod,ЦФО,5,Кластер 6,114.03236677447524,497.5102565720028,1,111303,546,1549,67
894129662,Средняя общеобразовательная школа №13,51.2803142,37.8076409,Belgorod,ЦФО,5,Кластер 6,114.3497647586688,497.8093707113821,1,111303,546,1549,67
894175946,Основная общеобразовательная школа №36,51.3152305,37.8638808,Belgorod,ЦФО,5,Кластер 6,119.8493989270626,494.0360955842256,1,159502,546,1549,67
898977488,ЦДЮТ №3,51.2814046,37.7979828,Belgorod,ЦФО,5,Кластер 6,113.925154103056,497.67250034943766,1,111303,546,1549,67
898977515,Школьный тир,51.2805598,37.7941652,Belgorod,ЦФО,5,Кластер 6,113.66398613892248,497.76045041783306,1,111303,546,1549,67
899024315,Средняя общеобразовательная школа №15,51.2896354,37.8087065,Belgorod,ЦФО,5,Кластер 6,115.0901101789737,496.7749780446605,1,111303,546,1549,67
900432327,Православная гимназия,51.2928793,37.8231082,Belgorod,ЦФО,5,Кластер 6,116.07967565873336,496.4394338214775,1,111303,546,1549,67
900610761,Воскресная школа,51.2932059,37.823948,Belgorod,ЦФО,5,Кластер 6,116.14751062278464,496.40464706747736,1,111303,546,1549,67
900610804,Открытая общеобразовательная школа №35,51.2956212,37.8319696,Belgorod,ЦФО,5,Кластер 6,116.7438716737538,496.1509807830322,1,111303,546,1549,67
900918350,Средняя общеобразовательная школа №5,51.2950833,37.839319,Belgorod,ЦФО,5,Кластер 6,117.08941709258282,496.2248350170776,1,111303,546,1549,67
902431745,Средняя общеобразовательная школа №7,51.2842828,37.8388735,Belgorod,ЦФО,5,Кластер 6,116.280947122545,497.42446241098435,1,111303,546,1549,67
902481037,Управление образования,51.2965474,37.8329581,Belgorod,ЦФО,5,Кластер 6,116.86344310520212,496.0498944220671,1,111303,546,1549,67
902604140,ДХШ,51.2972941,37.840039,Belgorod,ЦФО,5,Кластер 6,117.28867208124788,495.9805055570115,1,111303,546,1549,67
902604176,Коррекционная общеобразовательная школа №23,51.3009196,37.8372856,Belgorod,ЦФО,5,Кластер 6,117.410298199541,495.57217927706654,1,111303,546,1549,67
903727927,Средняя общеобразовательная школа №8,51.302792,37.8317272,Belgorod,ЦФО,5,Кластер 6,117.25829765865818,495.3534601892133,1,111303,546,1549,67
903727953,ЦДЮТ №1,51.2942361,37.8401237,Belgorod,ЦФО,5,Кластер 6,117.06982366937378,496.3205709056173,1,111303,546,1549,67
905075974,ЦДЮТ,51.3116338,37.8286913,Belgorod,ЦФО,5,Кластер 6,117.75539690821822,494.3649740031347,1,111303,546,1549,67
907908287,МОУ СОШ №17,56.3479471,41.2792685,Vladimir,ЦФО,5,Кластер 6,59.2008692484105,236.68341742297375,1,95550,353,1378,78
907908320,Школа №7,56.3540085,41.3080513,Vladimir,ЦФО,5,Кластер 6,61.09535428213842,238.56959459861815,1,51614,353,1378,78
910336544,Средняя общеобразовательная школа №16,51.309235,37.8853308,Belgorod,ЦФО,5,Кластер 6,120.5390911713334,494.75095385518495,1,159502,546,1549,67
910336606,Средняя общеобразовательная школа №17,51.3099318,37.8864974,Belgorod,ЦФО,5,Кластер 6,120.65107908812008,494.6762726079635,1,159502,546,1549,67
910567634,Средняя общеобразовательная школа №6,51.3127435,37.8899467,Belgorod,ЦФО,5,Кластер 6,121.03655724033324,494.37202716422536,1,159502,546,1549,67
910567838,Средняя общеобразовательная школа №20,51.3049393,37.8917593,Belgorod,ЦФО,5,Кластер 6,120.56971377320568,495.2436533973061,1,159502,546,1549,67
910567932,Школа искусств №2,51.3080814,37.8976349,Belgorod,ЦФО,5,Кластер 6,121.10719189270053,494.90880111643054,1,159502,546,1549,67
910567952,Гимназия №18,51.3071993,37.8962745,Belgorod,ЦФО,5,Кластер 6,120.97164330843302,495.0034818970435,1,159502,546,1549,67
910568440,Средняя общеобразовательная школа №22,51.3051017,37.8961379,Belgorod,ЦФО,5,Кластер 6,120.81383730452944,495.2362447915014,1,159502,546,1549,67
911713061,Средняя общеобразовательная школа №30,51.3108118,37.9056535,Belgorod,ЦФО,5,Кластер 6,121.72884095542982,494.6254328692415,1,159502,546,1549,67
911713066,Средняя общеобразовательная школа №34,51.3104989,37.9069797,Belgorod,ЦФО,5,Кластер 6,121.77685060510672,494.6635725283166,1,159502,546,1549,67
911953954,Начальная общеобразовательная школа №31,51.3143939,37.8976417,Belgorod,ЦФО,5,Кластер 6,121.56223756137216,494.2073414947836,1,159502,546,1549,67
912745192,Линецкая щкола,52.0869214,35.5253586,Kursk,ЦФО,5,Кластер 6,60.60220586349181,430.30002850786207,1,12529,417,1105,68
912745246,Михайловская средняя школа,52.2336909,35.3703595,Kursk,ЦФО,5,Кластер 6,79.44097336902678,418.2265307686416,1,6238,417,1105,68
916422941,Касиновская средняя школа,51.8025197,36.1409011,Kursk,ЦФО,5,Кластер 6,8.824902489590139,450.1376354528392,1,79798,417,1105,68
918472110,"Центр детского творчества ""Солнцево""",55.64866,37.393593,MoscowCity,ЦФО,2,Кластер 3,18.089434494484475,18.41009237409788,1,1037432,1848,12655,100
925697811,СОШ,50.4999227,35.6688151,Belgorod,ЦФО,5,Кластер 6,65.83649742710331,598.6524983550739,1,27882,546,1549,67
925780512,школа №1007,55.6488818,37.3987263,MoscowCity,ЦФО,2,Кластер 3,17.824791488950424,18.14987470645997,1,1037432,1848,12655,100
934868530,Школа №19,55.8832759,38.4431683,Moskva,ЦФО,7,Кластер 8,53.60785358169193,53.48490957410975,1,133367,579,8524,81
936400924,Тазовская начальная школа,51.9270985,36.3058887,Kursk,ЦФО,5,Кластер 6,23.248845974129846,434.32178926031105,1,1606,417,1105,68
936948496,Первопоныровская,52.3187949,36.2600687,Kursk,ЦФО,5,Кластер 6,65.63162068067076,392.3033617275775,1,0,417,1105,68
939406916,МОУ №26,55.8542702,38.6278423,Moskva,ЦФО,7,Кластер 8,64.14725407445111,64.07466270055801,1,126476,579,8524,81
942403371,Курская дорожная техническая школа,51.7487371,36.2344933,Kursk,ЦФО,5,Кластер 6,3.53606118049129,454.7251847377823,1,134431,417,1105,68
946578769,Школа №15,55.4160213,37.5353775,Moskva,ЦФО,7,Кластер 8,37.608130200689914,38.13336738143795,1,377617,579,8524,81
954912765,Школа №1,55.6890655,37.5378735,MoscowCity,ЦФО,2,Кластер 3,8.521201540836644,8.943899757775954,1,1798038,1848,12655,100
958512313,СШ,51.2653639,37.9302196,Belgorod,ЦФО,5,Кластер 6,119.87707028533757,499.7400240998759,1,159502,546,1549,67
962966896,Сергиево–Посадский физико–математический лицей,56.3118382,38.1360082,Moskva,ЦФО,7,Кластер 8,70.17662296783229,69.71330894743045,1,115271,579,8524,81
964769592,Бывшая школа №37,51.3090651,37.8441364,Belgorod,ЦФО,5,Кластер 6,118.36655751735437,494.6802434052628,1,111303,546,1549,67
969787130,"Станция юных талантов ""Солнцево""",55.644486,37.410415,Moskva,ЦФО,7,Кластер 8,17.592355008833454,17.937294409471555,1,1037432,579,8524,81
975670384,Брайт,51.3092885,37.9168208,Belgorod,ЦФО,5,Кластер 6,122.21426708659364,494.8235557054855,1,159502,546,1549,67
975690904,Средняя общеобразовательная школа №24,51.3086928,37.8798182,Belgorod,ЦФО,5,Кластер 6,120.20897808192603,494.7983564951005,1,159502,546,1549,67
988572990,2-тербунская школа-интернат,52.1177,38.4832653,Lipetsk,ЦФО,5,Кластер 6,93.39149741819097,408.4787304221307,1,5874,487,1157,65
988573036,2-тербунская средняя школа,52.1180162,38.4892734,Lipetsk,ЦФО,5,Кластер 6,93.03977317986694,408.49850368866913,1,5874,487,1157,65
989162414,БНСШ№3,55.2176612,36.5431576,Kaluga,ЦФО,5,Кластер 6,81.18887604266335,90.347100604665,1,33539,519,1010,76
1007381830,Алабинская средняя общеобразовательная школа,55.5676932,36.9940203,Moskva,ЦФО,7,Кластер 8,44.1291002080315,44.353904622818035,1,470323,579,8524,81
1012167223,Духовщинская средняя школа,55.1983422,32.414423,Smolensk,ЦФО,5,Кластер 6,51.9483462148794,333.6178345695442,1,585,346,944,73
1013879417,Московская международная гимназия,55.755926,37.8012033,MoscowCity,ЦФО,2,Кластер 3,11.477112305091328,11.48836606567292,1,943444,1848,12655,100
1025311181,МБОУ СОШ №5,57.0339471,34.9732897,Tver',ЦФО,5,Кластер 6,60.16232224388266,216.03436574408988,1,30987,352,1271,74
1025589865,Песоченская средняя школа,54.1078942,40.8241892,Ryazan',ЦФО,5,Кластер 6,90.99855188175248,274.80189129180815,1,2301,394,1099,72
1025607828,Ильинская средняя школа,55.2469958,37.9615178,Moskva,ЦФО,7,Кластер 8,60.07387769432163,60.580630191842744,1,11375,579,8524,81
1025607841,Ильинская начальная школа,55.2470818,37.9624291,Moskva,ЦФО,7,Кластер 8,60.085645647717605,60.59223681268183,1,11375,579,8524,81
1030411628,Школа №10,51.2601322,37.533584,Belgorod,ЦФО,5,Кластер 6,99.13966152523396,499.92622183599315,1,31102,546,1549,67
1031496762,Школа №3,50.7736306,37.8669208,Belgorod,ЦФО,5,Кластер 6,92.21548860567542,554.2390646066543,1,93908,546,1549,67
1031503152,Школа №2,50.7597023,37.8619023,Belgorod,ЦФО,5,Кластер 6,91.56457585190326,555.7773863436665,1,93908,546,1549,67
1031656932,Школа №4,50.7485543,37.8902557,Belgorod,ЦФО,5,Кластер 6,93.30263590456312,557.0745105145243,1,30646,546,1549,67
1033650451,Детская школа исскуств №5,51.7592631,36.1833841,Kursk,ЦФО,5,Кластер 6,3.320574278864136,454.259796879086,1,95660,417,1105,68
1037385463,СОШ №2,52.9468889,39.8334998,Lipetsk,ЦФО,5,Кластер 6,40.82474716890524,343.72399955953387,1,14074,487,1157,65
1041888123,Вечерняя школа №12,51.6726119,36.1470674,Kursk,ЦФО,5,Кластер 6,7.123228405566083,464.1996184580241,1,155132,417,1105,68
1045574513,Краснозоренская средняя общеобразовательная школа,52.7830866,37.6856846,Orel,ЦФО,5,Кластер 6,110.32204219601212,330.58016766478744,1,12706,313,748,65
1073675313,Средняя общеобразовательная школа №19,51.280606,37.7970094,Belgorod,ЦФО,5,Кластер 6,113.81563145138836,497.7597451341449,1,111303,546,1549,67
1083674935,Детская школа искусств №1 им. Г.В. Свиридова,51.7463433,36.1949961,Kursk,ЦФО,5,Кластер 6,1.8224824415605425,455.5111939872459,1,134431,417,1105,68
1086142853,Детская школа искусств №7,51.7411791,36.1355521,Kursk,ЦФО,5,Кластер 6,4.146683222618921,456.8897667047651,1,155132,417,1105,68
1088927940,гимназия № 16 города Орла,52.9332326,36.0392014,Orel,ЦФО,5,Кластер 6,4.1872721601554606,330.0860432871326,1,92911,313,748,65
1095521099,Лицей №18,53.0160466,36.1432269,Orel,ЦФО,5,Кластер 6,7.415584459936421,319.2357133629992,1,158250,313,748,65
1095521940,Школа №13,53.0170262,36.1441486,Orel,ЦФО,5,Кластер 6,7.538108418047344,319.11361529351177,1,158250,313,748,65
1097724066,Школа № 9,54.4829966,36.9899929,Tula,ЦФО,5,Кластер 6,51.8840343028696,147.04682780837194,1,4956,449,1502,81
1102303031,Гимназия Малоярославца,55.0019136,36.4583848,Kaluga,ЦФО,5,Кластер 6,56.602899417357136,111.30883247041952,1,155508,519,1010,76
1108941991,Школа №13,55.6079374,40.6581615,Vladimir,ЦФО,5,Кластер 6,60.03739285980342,191.30590572064625,1,24365,353,1378,78
1109168728,Дросковская средняя общеобразовательная школа,52.4899002,37.0735001,Orel,ЦФО,5,Кластер 6,85.84186651867822,364.87515508576377,1,16347,313,748,65
1112538563,Школа №46,53.0076564,36.1370622,Orel,ЦФО,5,Кластер 6,6.450361118876229,320.2480696176288,1,158250,313,748,65
1113911408,Школа №20,53.0104092,36.1427765,Orel,ЦФО,5,Кластер 6,6.936539241034126,319.84454829510156,1,158250,313,748,65
1116494773,Церковно-приходская школа «Косинская»,55.7189918,37.858583,MoscowCity,ЦФО,2,Кластер 3,15.476527681731666,15.631188299001664,1,1705184,1848,12655,100
1117468605,Школа № 37,53.0115422,36.1331289,Orel,ЦФО,5,Кластер 6,6.5954886661643775,319.91083208481643,1,158250,313,748,65
1118022995,Большескуратовская средняя школа,53.4403609,36.8388661,Tula,ЦФО,5,Кластер 6,98.04595200882272,262.3017291227813,1,19656,449,1502,81
1118023812,Чернская средняя школа №2,53.4306465,36.7903392,Tula,ЦФО,5,Кластер 6,100.65392876261022,263.97596929926226,1,19656,449,1502,81
1118893682,Новоснопковская средняя (девятилетняя) школа,55.7751214,39.1569602,Moskva,ЦФО,7,Кластер 8,96.312874265799,96.31858052813465,1,424,579,8524,81
1120504710,Детская школа искусств №4,51.7263677,36.1853466,Kursk,ЦФО,5,Кластер 6,0.6640635253027181,457.81947454746154,1,134431,417,1105,68
1120829950,Школа №45 им. Д. Блынского,53.0000866,36.1287237,Orel,ЦФО,5,Кластер 6,5.460847956306344,321.215349298788,1,158250,313,748,65
1120942084,Школа № 30,52.9826137,36.1232557,Orel,ЦФО,5,Кластер 6,4.016038876836586,323.18094202914824,1,158250,313,748,65
1121424925,Школа №16,55.419986,37.538772,Moskva,ЦФО,7,Кластер 8,37.14231373458789,37.66794575431629,1,377617,579,8524,81
1123393353,58,53.1364894,38.1114075,Tula,ЦФО,5,Кластер 6,121.91004989441096,292.9967215133854,1,126139,449,1502,81
1126728874,Школа № 11,54.5046365,37.0693524,Tula,ЦФО,5,Кластер 6,49.60354454820709,143.4210451365049,1,34216,449,1502,81
1132132935,Гимназия №44,51.7468805,36.1971951,Kursk,ЦФО,5,Кластер 6,1.899123338652284,455.42302535752486,1,134431,417,1105,68
1136482768,Лицей №4,52.9719246,36.0817385,Orel,ЦФО,5,Кластер 6,1.025639695633261,325.13072826321735,1,158250,313,748,65
1136509941,Православная гимназия (начальная школа),54.79065,32.0516,Smolensk,ЦФО,5,Кластер 6,1.050813587564739,368.4244507031449,1,103639,346,944,73
1137685409,Школа №26,52.9591168,36.0730433,Orel,ЦФО,5,Кластер 6,0.792053465570984,326.6634159973223,1,158250,313,748,65
1137955811,Школа №48,52.9687589,36.0851891,Orel,ЦФО,5,Кластер 6,1.0624569931652514,325.3988335146261,1,158250,313,748,65
1140398614,Владимировская средняя школа,51.0607192,36.2729485,Belgorod,ЦФО,5,Кластер 6,56.11045813433382,529.59546620159,1,15420,546,1549,67
1142049093,Музучилище,51.2793494,37.5510562,Belgorod,ЦФО,5,Кластер 6,101.53944137185267,497.77797400943746,1,207950,546,1549,67
1142158796,Школа №1362,55.7898108,37.7410624,MoscowCity,ЦФО,2,Кластер 3,8.824578856996993,8.598242631403211,1,1675115,1848,12655,100
1143677828,Детская школа искусств № 9,51.5927857,39.244228,Voronezh,ЦФО,5,Кластер 6,9.73984554784785,475.1088045818506,1,160112,432,2333,66
1145277220,Школа № 1195,55.7172298,37.4197645,MoscowCity,ЦФО,2,Кластер 3,12.966469545730222,13.106593584450936,1,1835205,1848,12655,100
1145370005,Средняя школа №72,55.7475855,37.4985787,MoscowCity,ЦФО,2,Кластер 3,7.483283105287138,7.503953511745066,1,1798038,1848,12655,100
1146608988,Знаменская средняя школа,52.8962369,35.9853137,Orel,ЦФО,5,Кластер 6,9.612194963068395,335.0991396389237,1,92911,313,748,65
1146609252,Начальная школа,52.8959985,35.9835107,Orel,ЦФО,5,Кластер 6,9.705305023715834,335.1612769001564,1,92911,313,748,65
1165942860,Центр образования №1473 им. Г. А. Тарана,55.6129542,37.2888866,Moskva,ЦФО,7,Кластер 8,25.71587127147796,26.01711459280026,1,577557,579,8524,81
1174155140,Лицей №32,52.9679965,36.0905193,Orel,ЦФО,5,Кластер 6,1.3919926132205498,325.3748176095646,1,158250,313,748,65
1177049796,Школа № 27,52.9621714,36.0781936,Orel,ЦФО,5,Кластер 6,0.6945341322136153,326.23695465835027,1,158250,313,748,65
1178926448,Сократ,55.6762487,37.3904971,Moskva,ЦФО,7,Кластер 8,16.49755171877063,16.7507756778544,1,1835205,579,8524,81
1191292958,Глазуновская школа,52.5015767,36.3269353,Orel,ЦФО,5,Кластер 6,54.46202883429705,371.4790444184406,1,11832,313,748,65
1192496379,Школа надомного обучения №381,55.8047269,37.7928053,MoscowCity,ЦФО,2,Кластер 3,12.457615314281094,12.232438927404276,1,943444,1848,12655,100
1200573868,Детская школа искуссств №1,50.6027515,36.6029212,Belgorod,ЦФО,5,Кластер 6,1.2321027458527207,576.951852822529,1,285195,546,1549,67
1200949989,Смотровобудская СОШ,52.6795045,32.2896878,Bryansk,ЦФО,5,Кластер 6,152.40280490884686,486.57296535519527,1,12142,329,1196,71
1205056572,Школа № 3,55.6654493,37.2851663,Moskva,ЦФО,7,Кластер 8,22.91881667610497,23.121719638024565,1,688662,579,8524,81
1210809193,Школа №14,56.856028,37.370271,Tver',ЦФО,5,Кластер 6,88.65134976884164,123.28720386040058,1,27667,352,1271,74
1210871227,Школа №13,56.8751649,37.3585098,Tver',ЦФО,5,Кластер 6,87.93165610115094,125.48884949241472,1,27667,352,1271,74
1211681702,Школа глиняной игрушки,54.513669,36.2674895,Kaluga,ЦФО,5,Кластер 6,1.2448918564731206,162.60185840198434,1,550481,519,1010,76
1212027493,Школа №384,55.7090604,37.3977818,Moskva,ЦФО,7,Кластер 8,14.555809468553562,14.711262107518516,1,1835205,579,8524,81
1212027496,Школа №383,55.7084309,37.3974133,Moskva,ЦФО,7,Кластер 8,14.600316352917115,14.75778966300136,1,1835205,579,8524,81
1213668209,Лицей №28,52.9388418,36.0381282,Orel,ЦФО,5,Кластер 6,3.6984422785531943,329.51254408910273,1,92911,313,748,65
1228429192,Средняя школа № 18,53.282836,34.2841994,Bryansk,ЦФО,5,Кластер 6,6.913135575717263,349.05805272667664,1,107528,329,1196,71
1230867369,Открытая сменная общеобразовательная школа №11,51.671816,39.1993809,Voronezh,ЦФО,5,Кластер 6,1.060849729600426,465.86279037890887,1,302771,432,2333,66
1234647304,Вечерняя (сменная) общеобразовательная школа №1,54.0020572,37.5102429,Tula,ЦФО,5,Кластер 6,22.343895247733524,195.12813188398545,1,66447,449,1502,81
1237150651,"Школа исскуств при ДК ""Воскресенское""",55.5299173,37.4450512,Moskva,ЦФО,7,Кластер 8,26.87264070011121,27.351543630161245,1,208162,579,8524,81
1247524343,Болховская гимназия,53.4518818,36.0044871,Orel,ЦФО,5,Кластер 6,54.203448983363735,276.4308683308124,1,2529,313,748,65
1248151531,Школа-интернат № 1,55.8073251,38.1770671,Moskva,ЦФО,7,Кластер 8,35.51731372200518,35.44965114439027,1,497609,579,8524,81
1254891776,Школа №2,50.6320261,38.7020182,Belgorod,ЦФО,5,Кластер 6,149.2046534124418,574.2800950500077,1,147735,546,1549,67
1293149768,Заболотовская СШ №3,50.2814031,39.3186968,Voronezh,ЦФО,5,Кластер 6,154.91454768518938,619.2180817526842,1,11481,432,2333,66
1296956842,Школа №3,52.5710113,34.5759291,Bryansk,ЦФО,5,Кластер 6,76.06129054858296,405.64375204860886,1,16011,329,1196,71
1296970258,Школа №1,52.5615715,34.5647765,Bryansk,ЦФО,5,Кластер 6,76.95860183675083,406.9244162766165,1,16011,329,1196,71
1300887673,Школа № 10,52.9346667,36.0897839,Orel,ЦФО,5,Кластер 6,3.7277021380468423,328.93353110227486,1,77295,313,748,65
1304995557,СОШ №1,52.9543094,39.8284208,Lipetsk,ЦФО,5,Кластер 6,41.459278124628426,342.83173208381174,1,13113,487,1157,65
1305925434,ВКС-International House,55.9959905,37.2089259,MoscowCity,ЦФО,2,Кластер 3,37.327333335639,36.9212943935392,1,495963,1848,12655,100
1306432225,Воронежская кадетская школа им. Суворова,51.733451,39.3551049,Voronezh,ЦФО,5,Кластер 6,13.628014137536464,461.58905677506897,1,27137,432,2333,66
1307707111,ТГМПИ им. С.В. Рахманинова,52.7210976,41.4469645,Tambov,ЦФО,5,Кластер 6,0.3393162166867761,419.14123099164834,1,87586,339,1027,61
1307913748,Светлана,51.6751402,39.2155127,Voronezh,ЦФО,5,Кластер 6,2.2008815597200697,465.7394491968558,1,302771,432,2333,66
1319878783,БСОШ,55.8266877,32.9382898,Tver',ЦФО,5,Кластер 6,216.2132767379883,292.5769378523161,1,3095,352,1271,74
1322112008,МОУСОШ №3,50.6205662,38.6749034,Belgorod,ЦФО,5,Кластер 6,147.2821202758232,575.3224136156726,1,147735,546,1549,67
1327996469,"Образовательный центр ""Нива""",56.3041838,38.1309582,Moskva,ЦФО,7,Кластер 8,69.27794537711837,68.8150891076474,1,115271,579,8524,81
1332091456,Муниципальное казенное общеобразовательное учреждение Лосевская средняя общеобразовательная школа №2,50.6760671,40.0198878,Voronezh,ЦФО,5,Кластер 6,125.13679890750514,586.9587993020823,1,73396,432,2333,66
1352412610,Детско-Юношеская Спортивная Школа № 1,54.7779587,32.0264347,Smolensk,ЦФО,5,Кластер 6,1.2725415379664764,370.41350466326054,1,56827,346,944,73
1357105754,Гостомльская школа,52.5521196,35.7549679,Orel,ЦФО,5,Кластер 6,50.669073658770735,376.27936252151744,1,27839,313,748,65
1368707701,Школа №3,55.5466375,34.9902756,Smolensk,ЦФО,5,Кластер 6,205.46906329387025,166.45909928063134,1,26367,346,944,73
1370265722,Средняя школа,53.1999196,40.2345478,Tambov,ЦФО,5,Кластер 6,97.3915468428815,330.63461922464444,1,1355,339,1027,61
1371877038,Детская школа искусств,51.0767573,38.6409322,Voronezh,ЦФО,5,Кластер 6,76.16873243447357,524.6713769301364,1,13655,432,2333,66
1373666635,"Школа № 7, филиал № 1",55.6791957,37.5253409,MoscowCity,ЦФО,2,Кластер 3,9.870853073195043,10.293069834488197,1,1798038,1848,12655,100
1373669735,Н.ш. - д.с. № 1708,55.6853591,37.5386444,MoscowCity,ЦФО,2,Кластер 3,8.830480594563413,9.262950338969327,1,1798038,1848,12655,100
1373694629,Школа №7 (филиал №2),55.6829241,37.5270539,MoscowCity,ЦФО,2,Кластер 3,9.473559329240036,9.89064590687454,1,1798038,1848,12655,100
1373694630,Школа №119,55.6798473,37.5213993,MoscowCity,ЦФО,2,Кластер 3,9.960330445684008,10.374567973447538,1,1798038,1848,12655,100
