osm_id,osm_type,lat,lon,name,addr_region,addr_city,addr_street,addr_housenumber,operator,capacity
681634661,way,51.3480289,110.4346568,Основная общеобразовательная школа № 12,,,,,,
682582351,way,45.773046,131.0092163,逸夫中学,,,,,,
683059946,way,45.7729026,130.9954192,五小,,,,,,
683059949,way,45.7732175,131.0217397,六小,,,,,,
683059958,way,45.7626599,130.9962683,实验高中,,,,,,
683687325,way,63.8686321,120.2434354,Далырская средняя общеобразовательная школа,,Далыр,улица Титова Н.М.,2,,
685300679,way,51.2168312,115.8495111,,,,,,,
686390500,way,48.6287829,126.1191157,,,,,,,
688243161,way,49.6929464,129.2259654,,,,Центральная улица,2,,
691673992,way,42.5430633,124.1396226,,,,,,,
691674003,way,42.5436632,124.1362695,,,,,,,
691674005,way,42.5436177,124.1329206,,,,,,,
692177337,way,57.4807689,107.8249637,МОУ СОШ с. Макарово,,Макарово,Полевая улица,12,,
692537729,way,42.5464626,124.1525656,No.1 Elementary School of Qinghe District,,,,,,
694737117,way,58.6132095,99.1887531,№2,,Кодинск,улица Усенко,18,,
695006122,way,47.9260799,106.8836161,Хүрээ Дээд Сургууль,,,,,,
696013857,way,43.9405438,125.2801987,,,,,,,
696013869,way,43.9401796,125.2922892,,,,,,,
696041501,way,44.0215913,125.2315189,,,,,,,
696202287,way,43.809998,125.3658062,,,,,,,
696227690,way,43.6581203,125.5306983,,,,,,,
697203531,way,43.2102295,132.5970196,Средняя школа №26,,,,,,
697246216,way,52.8299894,118.9461183,Верхнекуларкинская школа,,,,,,
697702629,way,50.2023141,127.9409927,,,,Пионерская улица,9,,
698553969,way,50.3247374,127.7489724,Усть-Ивановская средняя школа,,Усть-Ивановка,Новая улица,26,,
699148751,way,45.7272967,126.6810371,公滨小学,,,,,,
699832617,way,42.6566579,130.8058925,МКОУ Средняя школа п. Посьет,,,,,,
700253827,way,42.9020481,129.5090139,延吉红军小学 연길홍군소학교,,延边朝鲜族自治州,局子街,332,全国红军小学建设工程理事会,
700253828,way,42.889137,129.5096358,延吉市第六中学 연길시제6중학교,,延边朝鲜族自治州,局子街,,,
701206730,way,44.0896079,132.0294991,МБОУ СОШ с. Абрамовка,,,,,,
701308763,way,51.7258136,103.7057099,Школа № 7,,,,,,
701330522,way,43.1503804,124.3977955,,,,,,,
701330652,way,43.1533479,124.3360305,吉林师范大学,,,,,,
701661956,way,42.5850661,140.7151343,豊浦小学校,,豊浦町,,3,豊浦町教育委員会,
702569251,way,44.5802353,117.5967324,西乌珠穆沁旗蒙古族中学,,,,,,
702993566,way,53.3451826,102.2419479,,,,,,,
703012288,way,53.469043,102.1651335,,,,,,,
703127777,way,51.6274134,114.3445719,МОУ СОШ №2 п.Карымское,,,,,Комитет образования Администрации муниципального района «Карымский район»,
703615404,way,48.2144101,133.8888152,,,,,,,
705295140,way,45.7206061,126.6792095,东风小学,,,,,,
705295150,way,45.7011347,126.6594406,旭东中学,,,,,,
705295151,way,45.700777,126.6657487,64中学,,,,,,
705311750,way,45.724515,126.6923982,兴华小学二校区,,,,,,
705311754,way,45.7306343,126.7040726,哈尔滨市朝鲜族第一中学,,,,,,
705311755,way,45.7306541,126.7058243,清华小学,,,,,,
705311758,way,45.7227929,126.6961221,哈尔滨市第一一九中学,,,,,,
705311759,way,45.7247376,126.6978534,哈尔滨市第五十九中学,,,,,,
705313294,way,45.7215941,126.6747621,39中学,,,,,,
705313295,way,45.7200525,126.6760434,哈尔滨市第三十九中学,,,,,,
705313296,way,45.7203097,126.6772607,东风小学,,,,,,
705313297,way,45.7198015,126.6772839,技校,,,,,,
705313300,way,45.6920368,126.6864527,汽轮小学,,,,,,
705315891,way,45.7065961,126.6717502,星光中学,,,,,,
705315892,way,45.707646,126.6699454,星光小学,,,,,,
705315893,way,45.7071232,126.6848665,哈尔滨市香坊区中心幼儿园,,,,,,
705318377,way,45.7043251,126.6953764,哈尔滨热电学校,,,,,,
705376805,way,45.6924281,126.6588353,哈尔滨市松江学校,,,,,,
705376818,way,45.6949931,126.6895239,通乡小学,,,,,,
705382264,way,45.7171271,126.4915379,,,,,,,
705418586,way,45.7072131,126.6661748,锅炉小学,,,,,,
705418598,way,45.7230639,126.674802,香坊二小学,,,,,,
705418616,way,45.7251359,126.6855293,兴华小学,,,,,,
705418631,way,45.7285425,126.7000761,香明小学,,,,,,
705444741,way,45.7289907,126.6891823,香滨小学,,,,,,
705444745,way,45.7347448,126.688746,香坊中学,,,,,,
705444746,way,45.7281207,126.6716373,香坊小学,,,,,,
705458607,way,45.7286026,126.6555949,风华中学,,,,,,
705616828,way,45.7331834,126.7249513,哈尔滨市信义小学校,,,,,,
705616845,way,45.7381026,126.6994989,哈尔滨市新成学校,,,,,,
705649067,way,45.0931842,130.6955697,梨树六中,,,,,,
705697092,way,45.6823392,126.585533,松雷中学,,,,,,
705697097,way,45.6909323,126.5688199,继红小学·绥化路校区,,,,,,
706109173,way,45.7371714,126.6564752,哈尔滨市第九中学,,,,,,
706109174,way,45.7331965,126.6575405,朝鲜小学,,,,,,
706109175,way,45.7329432,126.6583111,中山路小学,,,,,,
706109179,way,45.7384699,126.6575584,风华小学,,,,,,
706109181,way,45.7337005,126.6443395,文府中学,,,,,,
706109189,way,45.7383402,126.6479252,哈尔滨市民生路小学校,,,,,,
706109190,way,45.7403389,126.6481591,哈尔滨市第一二五中学,,,,,,
706336085,way,45.7173298,126.7588918,香坊实验农场学校,,,,,,
706550501,way,43.8449447,125.4179922,长春市第五十二中学（洋浦校区）,,,,,,
706875343,way,52.1582422,104.0979562,,,,,,,
706912216,way,62.4845429,117.5043418,"МБОУ ""Эльгяйская СОШ им. П.Х.Староватова""",,,,,,
708006780,way,45.7389184,126.5455961,群力实验小学,,,,,,
708006781,way,45.7392227,126.547933,群力经纬中学校,,,,,,
708238711,way,45.7743682,126.6258926,哈尔滨市宝宇六十九中学校,,,,,,
708238712,way,45.7748245,126.6265422,哈尔滨市宝宇继红小学校,,,,,,
708605089,way,44.3899069,135.7756632,,,Мономахово,Школьная улица,17,,
709240744,way,53.8935891,101.8570845,,,,,,,
710386939,way,45.7723617,130.9954217,五小,,,,,,
710386941,way,45.7662465,130.9932253,四中,,,,,,
712599605,way,52.3511551,104.1416894,Школа №69,,,,,,
712961951,way,54.3627696,101.6583006,,,,,,,
713254883,way,54.5410792,101.7206244,,,,,,,
713843009,way,45.2829373,130.2655183,林口县第三小学,,,,,,
713843010,way,45.2805999,130.2571813,林口2中,,,,,,
714215916,way,45.2753732,130.271913,实验学校,,,,,,
714416889,way,49.1332362,119.750716,鄂温克旗第二实验小学,,,,,,
714416891,way,49.1370019,119.7346554,鄂温克中学,,,,,,
714416892,way,49.1439843,119.7499341,鄂温克族自治旗第一实验小学,,,,,,
714416894,way,49.1854668,119.7334647,海拉尔第十一中学,,,,,,
714416896,way,49.1906394,119.731975,南开路小学,,,,,,
714416897,way,49.1924377,119.7379151,呼伦小学,,,,,,
714416899,way,49.2006257,119.7375732,海拉尔区正阳小学,,,,,,
714416902,way,49.2078643,119.7301331,海拉尔第一中学,,,,,,
714416907,way,49.2082745,119.7512926,海拉尔第五中学,,,,,,
